codigo_identificacao_cliente;codigo_segmento;codigo_tipo_pessoa;cnpj;numero_agencia;numero_conta_corrente;numero_digito_verificador
00263ytu-5bc3-3c6a-9933-efe63d58d5503;;1;860013628;5484;27706;4
00263ytu-5bc3-3c6a-9933-efe63d58d5504;;1;860013632;5485;27707;0
00263ytu-5bc3-3c6a-9933-efe63d58d5505;;1;860013636;5486;27708;3
00263ytu-5bc3-3c6a-9933-efe63d58d5506;;1;860013640;5487;27709;7
00263ytu-5bc3-3c6a-9933-efe63d58d5507;;1;860013644;5488;27710;5
00263ytu-5bc3-3c6a-9933-efe63d58d5508;;1;860013648;5489;27711;5
00263ytu-5bc3-3c6a-9933-efe63d58d5509;;1;860013652;5490;27712;1
00263ytu-5bc3-3c6a-9933-efe63d58d5510;;1;860013656;5491;27713;1
00263ytu-5bc3-3c6a-9933-efe63d58d5511;;1;860013660;5492;27714;0
00263ytu-5bc3-3c6a-9933-efe63d58d5512;;1;860013664;5493;27715;0
00263ytu-5bc3-3c6a-9933-efe63d58d5513;;1;860013668;5494;27716;7
00263ytu-5bc3-3c6a-9933-efe63d58d5514;;1;860013672;5495;27717;8
00263ytu-5bc3-3c6a-9933-efe63d58d5515;;1;860013676;5496;27718;2
00263ytu-5bc3-3c6a-9933-efe63d58d5516;;1;860013680;5497;27719;2
00263ytu-5bc3-3c6a-9933-efe63d58d5517;;1;860013684;5498;27720;8
00263ytu-5bc3-3c6a-9933-efe63d58d5518;;1;860013688;5499;27721;6
00263ytu-5bc3-3c6a-9933-efe63d58d5519;;1;860013692;5500;27722;5
00263ytu-5bc3-3c6a-9933-efe63d58d5520;;1;860013696;5501;27723;1
00263ytu-5bc3-3c6a-9933-efe63d58d5521;;1;860013700;5502;27724;1
00263ytu-5bc3-3c6a-9933-efe63d58d5522;;1;860013704;5503;27725;2
00263ytu-5bc3-3c6a-9933-efe63d58d5523;;1;860013708;5504;27726;0
00263ytu-5bc3-3c6a-9933-efe63d58d5524;;1;860013712;5505;27727;0
00263ytu-5bc3-3c6a-9933-efe63d58d5525;;1;860013716;5506;27728;6
00263ytu-5bc3-3c6a-9933-efe63d58d5526;;1;860013720;5507;27729;4
00263ytu-5bc3-3c6a-9933-efe63d58d5527;;1;860013724;5508;27730;6
00263ytu-5bc3-3c6a-9933-efe63d58d5528;;1;860013728;5509;27731;6
00263ytu-5bc3-3c6a-9933-efe63d58d5529;;1;860013732;5510;27732;8
00263ytu-5bc3-3c6a-9933-efe63d58d5530;;1;860013736;5511;27733;8
00263ytu-5bc3-3c6a-9933-efe63d58d5531;;1;860013740;5512;27734;2
00263ytu-5bc3-3c6a-9933-efe63d58d5532;;1;860013744;5513;27735;8
00263ytu-5bc3-3c6a-9933-efe63d58d5533;;1;860013748;5514;27736;0
00263ytu-5bc3-3c6a-9933-efe63d58d5534;;1;860013752;5515;27737;9
00263ytu-5bc3-3c6a-9933-efe63d58d5535;;1;860013756;5516;27738;2
00263ytu-5bc3-3c6a-9933-efe63d58d5536;;1;860013760;5517;27739;2
00263ytu-5bc3-3c6a-9933-efe63d58d5537;;1;860013764;5518;27740;1
00263ytu-5bc3-3c6a-9933-efe63d58d5538;;1;860013768;5519;27741;9
00263ytu-5bc3-3c6a-9933-efe63d58d5539;;1;860013772;5520;27742;3
00263ytu-5bc3-3c6a-9933-efe63d58d5540;;1;860013776;5521;27743;9
00263ytu-5bc3-3c6a-9933-efe63d58d5541;;1;860013780;5522;27744;9
00263ytu-5bc3-3c6a-9933-efe63d58d5542;;1;860013784;5523;27745;4
00263ytu-5bc3-3c6a-9933-efe63d58d5543;;1;860013788;5524;27746;4
00263ytu-5bc3-3c6a-9933-efe63d58d5544;;1;860013792;5525;27747;3
00263ytu-5bc3-3c6a-9933-efe63d58d5545;;1;860013796;5526;27748;1
00263ytu-5bc3-3c6a-9933-efe63d58d5546;;1;860013800;5527;27749;5
00263ytu-5bc3-3c6a-9933-efe63d58d5547;;1;860013804;5528;27750;5
00263ytu-5bc3-3c6a-9933-efe63d58d5548;;1;860013808;5529;27751;6
00263ytu-5bc3-3c6a-9933-efe63d58d5549;;1;860013812;5530;27752;7
00263ytu-5bc3-3c6a-9933-efe63d58d5550;;1;860013816;5531;27753;3
00263ytu-5bc3-3c6a-9933-efe63d58d5551;;1;860013820;5532;27754;1
00263ytu-5bc3-3c6a-9933-efe63d58d5552;;1;860013824;5533;27755;7
00263ytu-5bc3-3c6a-9933-efe63d58d5553;;1;860013828;5534;27756;2
00263ytu-5bc3-3c6a-9933-efe63d58d5554;;1;860013832;5535;27757;5
00263ytu-5bc3-3c6a-9933-efe63d58d5555;;1;860013836;5536;27758;7
00263ytu-5bc3-3c6a-9933-efe63d58d5556;;1;860013840;5537;27759;2
00263ytu-5bc3-3c6a-9933-efe63d58d5557;;1;860013844;5538;27760;3
00263ytu-5bc3-3c6a-9933-efe63d58d5558;;1;860013848;5539;27761;4
00263ytu-5bc3-3c6a-9933-efe63d58d5559;;1;860013852;5540;27762;8
00263ytu-5bc3-3c6a-9933-efe63d58d5560;;1;860013856;5541;27763;7
00263ytu-5bc3-3c6a-9933-efe63d58d5561;;1;860013860;5542;27764;1
00263ytu-5bc3-3c6a-9933-efe63d58d5562;;1;860013864;5543;27765;4
00263ytu-5bc3-3c6a-9933-efe63d58d5563;;1;860013868;5544;27766;9
00263ytu-5bc3-3c6a-9933-efe63d58d5564;;1;860013872;5545;27767;4
00263ytu-5bc3-3c6a-9933-efe63d58d5565;;1;860013876;5546;27768;5
00263ytu-5bc3-3c6a-9933-efe63d58d5566;;1;860013880;5547;27769;3
00263ytu-5bc3-3c6a-9933-efe63d58d5567;;1;860013884;5548;27770;3
00263ytu-5bc3-3c6a-9933-efe63d58d5568;;1;860013888;5549;27771;5
00263ytu-5bc3-3c6a-9933-efe63d58d5569;;1;860013892;5550;27772;4
00263ytu-5bc3-3c6a-9933-efe63d58d5570;;1;860013896;5551;27773;7
00263ytu-5bc3-3c6a-9933-efe63d58d5571;;1;860013900;5552;27774;5
00263ytu-5bc3-3c6a-9933-efe63d58d5572;;1;860013904;5553;27775;6
00263ytu-5bc3-3c6a-9933-efe63d58d5573;;1;860013908;5554;27776;3
00263ytu-5bc3-3c6a-9933-efe63d58d5574;;1;860013912;5555;27777;4
00263ytu-5bc3-3c6a-9933-efe63d58d5575;;1;860013916;5556;27778;8
00263ytu-5bc3-3c6a-9933-efe63d58d5576;;1;860013920;5557;27779;6
00263ytu-5bc3-3c6a-9933-efe63d58d5577;;1;860013924;5558;27780;4
00263ytu-5bc3-3c6a-9933-efe63d58d5578;;1;860013928;5559;27781;0
00263ytu-5bc3-3c6a-9933-efe63d58d5579;;1;860013932;5560;27782;8
00263ytu-5bc3-3c6a-9933-efe63d58d5580;;1;860013936;5561;27783;9
00263ytu-5bc3-3c6a-9933-efe63d58d5581;;1;860013940;5562;27784;3
00263ytu-5bc3-3c6a-9933-efe63d58d5582;;1;860013944;5563;27785;4
00263ytu-5bc3-3c6a-9933-efe63d58d5583;;1;860013948;5564;27786;6
00263ytu-5bc3-3c6a-9933-efe63d58d5584;;1;860013952;5565;27787;6
00263ytu-5bc3-3c6a-9933-efe63d58d5585;;1;860013956;5566;27788;8
00263ytu-5bc3-3c6a-9933-efe63d58d5586;;1;860013960;5567;27789;1
00263ytu-5bc3-3c6a-9933-efe63d58d5587;;1;860013964;5568;27790;6
00263ytu-5bc3-3c6a-9933-efe63d58d5588;;1;860013968;5569;27791;1
00263ytu-5bc3-3c6a-9933-efe63d58d5589;;1;860013972;5570;27792;3
00263ytu-5bc3-3c6a-9933-efe63d58d5590;;1;860013976;5571;27793;0
00263ytu-5bc3-3c6a-9933-efe63d58d5591;;1;860013980;5572;27794;0
00263ytu-5bc3-3c6a-9933-efe63d58d5592;;1;860013984;5573;27795;0
00263ytu-5bc3-3c6a-9933-efe63d58d5593;;1;860013988;5574;27796;0
00263ytu-5bc3-3c6a-9933-efe63d58d5594;;1;860013992;5575;27797;3
00263ytu-5bc3-3c6a-9933-efe63d58d5595;;1;860013996;5576;27798;5
00263ytu-5bc3-3c6a-9933-efe63d58d5596;;1;860014000;5577;27799;7
00263ytu-5bc3-3c6a-9933-efe63d58d5597;;1;860014004;5578;27800;7
00263ytu-5bc3-3c6a-9933-efe63d58d5598;;1;860014008;5579;27801;0
00263ytu-5bc3-3c6a-9933-efe63d58d5599;;1;860014012;5580;27802;6
00263ytu-5bc3-3c6a-9933-efe63d58d5600;;1;860014016;5581;27803;1
00263ytu-5bc3-3c6a-9933-efe63d58d5601;;1;860014020;5582;27804;7
00263ytu-5bc3-3c6a-9933-efe63d58d5602;;1;860014024;5583;27805;6
00263ytu-5bc3-3c6a-9933-efe63d58d5603;;1;860014028;5584;27806;9
00263ytu-5bc3-3c6a-9933-efe63d58d5604;;1;860014032;5585;27807;0
00263ytu-5bc3-3c6a-9933-efe63d58d5605;;1;860014036;5586;27808;7
00263ytu-5bc3-3c6a-9933-efe63d58d5606;;1;860014040;5587;27809;3
00263ytu-5bc3-3c6a-9933-efe63d58d5607;;1;860014044;5588;27810;0
00263ytu-5bc3-3c6a-9933-efe63d58d5608;;1;860014048;5589;27811;6
00263ytu-5bc3-3c6a-9933-efe63d58d5609;;1;860014052;5590;27812;4
00263ytu-5bc3-3c6a-9933-efe63d58d5610;;1;860014056;5591;27813;4
00263ytu-5bc3-3c6a-9933-efe63d58d5611;;1;860014060;5592;27814;7
00263ytu-5bc3-3c6a-9933-efe63d58d5612;;1;860014064;5593;27815;9
00263ytu-5bc3-3c6a-9933-efe63d58d5613;;1;860014068;5594;27816;6
00263ytu-5bc3-3c6a-9933-efe63d58d5614;;1;860014072;5595;27817;6
00263ytu-5bc3-3c6a-9933-efe63d58d5615;;1;860014076;5596;27818;4
00263ytu-5bc3-3c6a-9933-efe63d58d5616;;1;860014080;5597;27819;1
00263ytu-5bc3-3c6a-9933-efe63d58d5617;;1;860014084;5598;27820;4
00263ytu-5bc3-3c6a-9933-efe63d58d5618;;1;860014088;5599;27821;6
00263ytu-5bc3-3c6a-9933-efe63d58d5619;;1;860014092;5600;27822;2
00263ytu-5bc3-3c6a-9933-efe63d58d5620;;1;860014096;5601;27823;6
00263ytu-5bc3-3c6a-9933-efe63d58d5621;;1;860014100;5602;27824;8
00263ytu-5bc3-3c6a-9933-efe63d58d5622;;1;860014104;5603;27825;4
00263ytu-5bc3-3c6a-9933-efe63d58d5623;;1;860014108;5604;27826;8
00263ytu-5bc3-3c6a-9933-efe63d58d5624;;1;860014112;5605;27827;6
00263ytu-5bc3-3c6a-9933-efe63d58d5625;;1;860014116;5606;27828;0
00263ytu-5bc3-3c6a-9933-efe63d58d5626;;1;860014120;5607;27829;3
00263ytu-5bc3-3c6a-9933-efe63d58d5627;;1;860014124;5608;27830;5
00263ytu-5bc3-3c6a-9933-efe63d58d5628;;1;860014128;5609;27831;2
00263ytu-5bc3-3c6a-9933-efe63d58d5629;;1;860014132;5610;27832;0
00263ytu-5bc3-3c6a-9933-efe63d58d5630;;1;860014136;5611;27833;0
00263ytu-5bc3-3c6a-9933-efe63d58d5631;;1;860014140;5612;27834;9
00263ytu-5bc3-3c6a-9933-efe63d58d5632;;1;860014144;5613;27835;2
00263ytu-5bc3-3c6a-9933-efe63d58d5633;;1;860014148;5614;27836;7
00263ytu-5bc3-3c6a-9933-efe63d58d5634;;1;860014152;5615;27837;0
00263ytu-5bc3-3c6a-9933-efe63d58d5635;;1;860014156;5616;27838;7
00263ytu-5bc3-3c6a-9933-efe63d58d5636;;1;860014160;5617;27839;9
00263ytu-5bc3-3c6a-9933-efe63d58d5637;;1;860014164;5618;27840;8
00263ytu-5bc3-3c6a-9933-efe63d58d5638;;1;860014168;5619;27841;9
00263ytu-5bc3-3c6a-9933-efe63d58d5639;;1;860014172;5620;27842;1
00263ytu-5bc3-3c6a-9933-efe63d58d5640;;1;860014176;5621;27843;0
00263ytu-5bc3-3c6a-9933-efe63d58d5641;;1;860014180;5622;27844;2
00263ytu-5bc3-3c6a-9933-efe63d58d5642;;1;860014184;5623;27845;2
00263ytu-5bc3-3c6a-9933-efe63d58d5643;;1;860014188;5624;27846;6
00263ytu-5bc3-3c6a-9933-efe63d58d5644;;1;860014192;5625;27847;9
00263ytu-5bc3-3c6a-9933-efe63d58d5645;;1;860014196;5626;27848;7
00263ytu-5bc3-3c6a-9933-efe63d58d5646;;1;860014200;5627;27849;5
00263ytu-5bc3-3c6a-9933-efe63d58d5647;;1;860014204;5628;27850;8
00263ytu-5bc3-3c6a-9933-efe63d58d5648;;1;860014208;5629;27851;0
00263ytu-5bc3-3c6a-9933-efe63d58d5649;;1;860014212;5630;27852;4
00263ytu-5bc3-3c6a-9933-efe63d58d5650;;1;860014216;5631;27853;8
00263ytu-5bc3-3c6a-9933-efe63d58d5651;;1;860014220;5632;27854;7
00263ytu-5bc3-3c6a-9933-efe63d58d5652;;1;860014224;5633;27855;2
00263ytu-5bc3-3c6a-9933-efe63d58d5653;;1;860014228;5634;27856;5
00263ytu-5bc3-3c6a-9933-efe63d58d5654;;1;860014232;5635;27857;0
00263ytu-5bc3-3c6a-9933-efe63d58d5655;;1;860014236;5636;27858;2
00263ytu-5bc3-3c6a-9933-efe63d58d5656;;1;860014240;5637;27859;9
00263ytu-5bc3-3c6a-9933-efe63d58d5657;;1;860014244;5638;27860;8
00263ytu-5bc3-3c6a-9933-efe63d58d5658;;1;860014248;5639;27861;5
00263ytu-5bc3-3c6a-9933-efe63d58d5659;;1;860014252;5640;27862;7
00263ytu-5bc3-3c6a-9933-efe63d58d5660;;1;860014256;5641;27863;2
00263ytu-5bc3-3c6a-9933-efe63d58d5661;;1;860014260;5642;27864;2
00263ytu-5bc3-3c6a-9933-efe63d58d5662;;1;860014264;5643;27865;0
00263ytu-5bc3-3c6a-9933-efe63d58d5663;;1;860014268;5644;27866;7
00263ytu-5bc3-3c6a-9933-efe63d58d5664;;1;860014272;5645;27867;7
00263ytu-5bc3-3c6a-9933-efe63d58d5665;;1;860014276;5646;27868;5
00263ytu-5bc3-3c6a-9933-efe63d58d5666;;1;860014280;5647;27869;1
00263ytu-5bc3-3c6a-9933-efe63d58d5667;;1;860014284;5648;27870;1
00263ytu-5bc3-3c6a-9933-efe63d58d5668;;1;860014288;5649;27871;6
00263ytu-5bc3-3c6a-9933-efe63d58d5669;;1;860014292;5650;27872;3
00263ytu-5bc3-3c6a-9933-efe63d58d5670;;1;860014296;5651;27873;3
00263ytu-5bc3-3c6a-9933-efe63d58d5671;;1;860014300;5652;27874;0
00263ytu-5bc3-3c6a-9933-efe63d58d5672;;1;860014304;5653;27875;6
00263ytu-5bc3-3c6a-9933-efe63d58d5673;;1;860014308;5654;27876;6
00263ytu-5bc3-3c6a-9933-efe63d58d5674;;1;860014312;5655;27877;4
00263ytu-5bc3-3c6a-9933-efe63d58d5675;;1;860014316;5656;27878;4
00263ytu-5bc3-3c6a-9933-efe63d58d5676;;1;860014320;5657;27879;2
00263ytu-5bc3-3c6a-9933-efe63d58d5677;;1;860014324;5658;27880;8
00263ytu-5bc3-3c6a-9933-efe63d58d5678;;1;860014328;5659;27881;4
00263ytu-5bc3-3c6a-9933-efe63d58d5679;;1;860014332;5660;27882;1
00263ytu-5bc3-3c6a-9933-efe63d58d5680;;1;860014336;5661;27883;1
00263ytu-5bc3-3c6a-9933-efe63d58d5681;;1;860014340;5662;27884;4
00263ytu-5bc3-3c6a-9933-efe63d58d5682;;1;860014344;5663;27885;6
00263ytu-5bc3-3c6a-9933-efe63d58d5683;;1;860014348;5664;27886;0
00263ytu-5bc3-3c6a-9933-efe63d58d5684;;1;860014352;5665;27887;8
00263ytu-5bc3-3c6a-9933-efe63d58d5685;;1;860014356;5666;27888;7
00263ytu-5bc3-3c6a-9933-efe63d58d5686;;1;860014360;5667;27889;6
00263ytu-5bc3-3c6a-9933-efe63d58d5687;;1;860014364;5668;27890;1
00263ytu-5bc3-3c6a-9933-efe63d58d5688;;1;860014368;5669;27891;5
00263ytu-5bc3-3c6a-9933-efe63d58d5689;;1;860014372;5670;27892;0
00263ytu-5bc3-3c6a-9933-efe63d58d5690;;1;860014376;5671;27893;0
00263ytu-5bc3-3c6a-9933-efe63d58d5691;;1;860014380;5672;27894;2
00263ytu-5bc3-3c6a-9933-efe63d58d5692;;1;860014384;5673;27895;2
00263ytu-5bc3-3c6a-9933-efe63d58d5693;;1;860014388;5674;27896;5
00263ytu-5bc3-3c6a-9933-efe63d58d5694;;1;860014392;5675;27897;5
00263ytu-5bc3-3c6a-9933-efe63d58d5695;;1;860014396;5676;27898;3
00263ytu-5bc3-3c6a-9933-efe63d58d5696;;1;860014400;5677;27899;0
00263ytu-5bc3-3c6a-9933-efe63d58d5697;;1;860014404;5678;27900;7
00263ytu-5bc3-3c6a-9933-efe63d58d5698;;1;860014408;5679;27901;6
00263ytu-5bc3-3c6a-9933-efe63d58d5699;;1;860014412;5680;27902;5
00263ytu-5bc3-3c6a-9933-efe63d58d5700;;1;860014416;5681;27903;2
00263ytu-5bc3-3c6a-9933-efe63d58d5701;;1;860014420;5682;27904;2
00263ytu-5bc3-3c6a-9933-efe63d58d5702;;1;860014424;5683;27905;6
00263ytu-5bc3-3c6a-9933-efe63d58d5703;;1;860014428;5684;27906;6
00263ytu-5bc3-3c6a-9933-efe63d58d5704;;1;860014432;5685;27907;3
00263ytu-5bc3-3c6a-9933-efe63d58d5705;;1;860014436;5686;27908;0
00263ytu-5bc3-3c6a-9933-efe63d58d5706;;1;860014440;5687;27909;7
00263ytu-5bc3-3c6a-9933-efe63d58d5707;;1;860014444;5688;27910;3
00263ytu-5bc3-3c6a-9933-efe63d58d5708;;1;860014448;5689;27911;2
00263ytu-5bc3-3c6a-9933-efe63d58d5709;;1;860014452;5690;27912;4
00263ytu-5bc3-3c6a-9933-efe63d58d5710;;1;860014456;5691;27913;8
00263ytu-5bc3-3c6a-9933-efe63d58d5711;;1;860014460;5692;27914;7
00263ytu-5bc3-3c6a-9933-efe63d58d5712;;1;860014464;5693;27915;2
00263ytu-5bc3-3c6a-9933-efe63d58d5713;;1;860014468;5694;27916;1
00263ytu-5bc3-3c6a-9933-efe63d58d5714;;1;860014472;5695;27917;5
00263ytu-5bc3-3c6a-9933-efe63d58d5715;;1;860014476;5696;27918;8
00263ytu-5bc3-3c6a-9933-efe63d58d5716;;1;860014480;5697;27919;5
00263ytu-5bc3-3c6a-9933-efe63d58d5717;;1;860014484;5698;27920;6
00263ytu-5bc3-3c6a-9933-efe63d58d5718;;1;860014488;5699;27921;1
00263ytu-5bc3-3c6a-9933-efe63d58d5719;;1;860014492;5700;27922;6
00263ytu-5bc3-3c6a-9933-efe63d58d5720;;1;860014496;5701;27923;5
00263ytu-5bc3-3c6a-9933-efe63d58d5721;;1;860014500;5702;27924;2
00263ytu-5bc3-3c6a-9933-efe63d58d5722;;1;860014504;5703;27925;1
00263ytu-5bc3-3c6a-9933-efe63d58d5723;;1;860014508;5704;27926;0
00263ytu-5bc3-3c6a-9933-efe63d58d5724;;1;860014512;5705;27927;3
00263ytu-5bc3-3c6a-9933-efe63d58d5725;;1;860014516;5706;27928;6
00263ytu-5bc3-3c6a-9933-efe63d58d5726;;1;860014520;5707;27929;7
00263ytu-5bc3-3c6a-9933-efe63d58d5727;;1;860014524;5708;27930;7
00263ytu-5bc3-3c6a-9933-efe63d58d5728;;1;860014528;5709;27931;8
00263ytu-5bc3-3c6a-9933-efe63d58d5729;;1;860014532;5710;27932;3
00263ytu-5bc3-3c6a-9933-efe63d58d5730;;1;860014536;5711;27933;5
00263ytu-5bc3-3c6a-9933-efe63d58d5731;;1;860014540;5712;27934;4
00263ytu-5bc3-3c6a-9933-efe63d58d5732;;1;860014544;5713;27935;6
00263ytu-5bc3-3c6a-9933-efe63d58d5733;;1;860014548;5714;27936;9
00263ytu-5bc3-3c6a-9933-efe63d58d5734;;1;860014552;5715;27937;6
00263ytu-5bc3-3c6a-9933-efe63d58d5735;;1;860014556;5716;27938;9
00263ytu-5bc3-3c6a-9933-efe63d58d5736;;1;860014560;5717;27939;1
00263ytu-5bc3-3c6a-9933-efe63d58d5737;;1;860014564;5718;27940;0
00263ytu-5bc3-3c6a-9933-efe63d58d5738;;1;860014568;5719;27941;9
00263ytu-5bc3-3c6a-9933-efe63d58d5739;;1;860014572;5720;27942;5
00263ytu-5bc3-3c6a-9933-efe63d58d5740;;1;860014576;5721;27943;0
00263ytu-5bc3-3c6a-9933-efe63d58d5741;;1;860014580;5722;27944;2
00263ytu-5bc3-3c6a-9933-efe63d58d5742;;1;860014584;5723;27945;5
00263ytu-5bc3-3c6a-9933-efe63d58d5743;;1;860014588;5724;27946;5
00263ytu-5bc3-3c6a-9933-efe63d58d5744;;1;860014592;5725;27947;9
00263ytu-5bc3-3c6a-9933-efe63d58d5745;;1;860014596;5726;27948;3
00263ytu-5bc3-3c6a-9933-efe63d58d5746;;1;860014600;5727;27949;5
00263ytu-5bc3-3c6a-9933-efe63d58d5747;;1;860014604;5728;27950;0
00263ytu-5bc3-3c6a-9933-efe63d58d5748;;1;860014608;5729;27951;1
00263ytu-5bc3-3c6a-9933-efe63d58d5749;;1;860014612;5730;27952;8
00263ytu-5bc3-3c6a-9933-efe63d58d5750;;1;860014616;5731;27953;7
00263ytu-5bc3-3c6a-9933-efe63d58d5751;;1;860014620;5732;27954;7
00263ytu-5bc3-3c6a-9933-efe63d58d5752;;1;860014624;5733;27955;7
00263ytu-5bc3-3c6a-9933-efe63d58d5753;;1;860014628;5734;27956;3
00263ytu-5bc3-3c6a-9933-efe63d58d5754;;1;860014632;5735;27957;2
00263ytu-5bc3-3c6a-9933-efe63d58d5755;;1;860014636;5736;27958;9
00263ytu-5bc3-3c6a-9933-efe63d58d5756;;1;860014640;5737;27959;2
00263ytu-5bc3-3c6a-9933-efe63d58d5757;;1;860014644;5738;27960;6
00263ytu-5bc3-3c6a-9933-efe63d58d5758;;1;860014648;5739;27961;5
00263ytu-5bc3-3c6a-9933-efe63d58d5759;;1;860014652;5740;27962;2
00263ytu-5bc3-3c6a-9933-efe63d58d5760;;1;860014656;5741;27963;5
00263ytu-5bc3-3c6a-9933-efe63d58d5761;;1;860014660;5742;27964;6
00263ytu-5bc3-3c6a-9933-efe63d58d5762;;1;860014664;5743;27965;6
00263ytu-5bc3-3c6a-9933-efe63d58d5763;;1;860014668;5744;27966;8
00263ytu-5bc3-3c6a-9933-efe63d58d5764;;1;860014672;5745;27967;1
00263ytu-5bc3-3c6a-9933-efe63d58d5765;;1;860014676;5746;27968;5
00263ytu-5bc3-3c6a-9933-efe63d58d5766;;1;860014680;5747;27969;2
00263ytu-5bc3-3c6a-9933-efe63d58d5767;;1;860014684;5748;27970;3
00263ytu-5bc3-3c6a-9933-efe63d58d5768;;1;860014688;5749;27971;4
00263ytu-5bc3-3c6a-9933-efe63d58d5769;;1;860014692;5750;27972;3
00263ytu-5bc3-3c6a-9933-efe63d58d5770;;1;860014696;5751;27973;7
00263ytu-5bc3-3c6a-9933-efe63d58d5771;;1;860014700;5752;27974;6
00263ytu-5bc3-3c6a-9933-efe63d58d5772;;1;860014704;5753;27975;0
00263ytu-5bc3-3c6a-9933-efe63d58d5773;;1;860014708;5754;27976;4
00263ytu-5bc3-3c6a-9933-efe63d58d5774;;1;860014712;5755;27977;0
00263ytu-5bc3-3c6a-9933-efe63d58d5775;;1;860014716;5756;27978;7
00263ytu-5bc3-3c6a-9933-efe63d58d5776;;1;860014720;5757;27979;5
00263ytu-5bc3-3c6a-9933-efe63d58d5777;;1;860014724;5758;27980;4
00263ytu-5bc3-3c6a-9933-efe63d58d5778;;1;860014728;5759;27981;9
00263ytu-5bc3-3c6a-9933-efe63d58d5779;;1;860014732;5760;27982;6
00263ytu-5bc3-3c6a-9933-efe63d58d5780;;1;860014736;5761;27983;4
00263ytu-5bc3-3c6a-9933-efe63d58d5781;;1;860014740;5762;27984;8
00263ytu-5bc3-3c6a-9933-efe63d58d5782;;1;860014744;5763;27985;6
00263ytu-5bc3-3c6a-9933-efe63d58d5783;;1;860014748;5764;27986;7
00263ytu-5bc3-3c6a-9933-efe63d58d5784;;1;860014752;5765;27987;2
00263ytu-5bc3-3c6a-9933-efe63d58d5785;;1;860014756;5766;27988;0
00263ytu-5bc3-3c6a-9933-efe63d58d5786;;1;860014760;5767;27989;5
00263ytu-5bc3-3c6a-9933-efe63d58d5787;;1;860014764;5768;27990;1
00263ytu-5bc3-3c6a-9933-efe63d58d5788;;1;860014768;5769;27991;2
00263ytu-5bc3-3c6a-9933-efe63d58d5789;;1;860014772;5770;27992;1
00263ytu-5bc3-3c6a-9933-efe63d58d5790;;1;860014776;5771;27993;9
00263ytu-5bc3-3c6a-9933-efe63d58d5791;;1;860014780;5772;27994;2
00263ytu-5bc3-3c6a-9933-efe63d58d5792;;1;860014784;5773;27995;2
00263ytu-5bc3-3c6a-9933-efe63d58d5793;;1;860014788;5774;27996;0
00263ytu-5bc3-3c6a-9933-efe63d58d5794;;1;860014792;5775;27997;6
00263ytu-5bc3-3c6a-9933-efe63d58d5795;;1;860014796;5776;27998;0
00263ytu-5bc3-3c6a-9933-efe63d58d5796;;1;860014800;5777;27999;2
00263ytu-5bc3-3c6a-9933-efe63d58d5797;;1;860014804;5778;28000;6
00263ytu-5bc3-3c6a-9933-efe63d58d5798;;1;860014808;5779;28001;5
00263ytu-5bc3-3c6a-9933-efe63d58d5799;;1;860014812;5780;28002;2
00263ytu-5bc3-3c6a-9933-efe63d58d5800;;1;860014816;5781;28003;4
00263ytu-5bc3-3c6a-9933-efe63d58d5801;;1;860014820;5782;28004;6
00263ytu-5bc3-3c6a-9933-efe63d58d5802;;1;860014824;5783;28005;7
00263ytu-5bc3-3c6a-9933-efe63d58d5803;;1;860014828;5784;28006;9
00263ytu-5bc3-3c6a-9933-efe63d58d5804;;1;860014832;5785;28007;8
00263ytu-5bc3-3c6a-9933-efe63d58d5805;;1;860014836;5786;28008;5
00263ytu-5bc3-3c6a-9933-efe63d58d5806;;1;860014840;5787;28009;1
00263ytu-5bc3-3c6a-9933-efe63d58d5807;;1;860014844;5788;28010;9
00263ytu-5bc3-3c6a-9933-efe63d58d5808;;1;860014848;5789;28011;4
00263ytu-5bc3-3c6a-9933-efe63d58d5809;;1;860014852;5790;28012;7
00263ytu-5bc3-3c6a-9933-efe63d58d5810;;1;860014856;5791;28013;0
00263ytu-5bc3-3c6a-9933-efe63d58d5811;;1;860014860;5792;28014;9
00263ytu-5bc3-3c6a-9933-efe63d58d5812;;1;860014864;5793;28015;2
00263ytu-5bc3-3c6a-9933-efe63d58d5813;;1;860014868;5794;28016;8
00263ytu-5bc3-3c6a-9933-efe63d58d5814;;1;860014872;5795;28017;8
00263ytu-5bc3-3c6a-9933-efe63d58d5815;;1;860014876;5796;28018;1
00263ytu-5bc3-3c6a-9933-efe63d58d5816;;1;860014880;5797;28019;6
00263ytu-5bc3-3c6a-9933-efe63d58d5817;;1;860014884;5798;28020;5
00263ytu-5bc3-3c6a-9933-efe63d58d5818;;1;860014888;5799;28021;6
00263ytu-5bc3-3c6a-9933-efe63d58d5819;;1;860014892;5800;28022;7
00263ytu-5bc3-3c6a-9933-efe63d58d5820;;1;860014896;5801;28023;8
00263ytu-5bc3-3c6a-9933-efe63d58d5821;;1;860014900;5802;28024;8
00263ytu-5bc3-3c6a-9933-efe63d58d5822;;1;860014904;5803;28025;0
00263ytu-5bc3-3c6a-9933-efe63d58d5823;;1;860014908;5804;28026;0
00263ytu-5bc3-3c6a-9933-efe63d58d5824;;1;860014912;5805;28027;4
00263ytu-5bc3-3c6a-9933-efe63d58d5825;;1;860014916;5806;28028;7
00263ytu-5bc3-3c6a-9933-efe63d58d5826;;1;860014920;5807;28029;3
